AUDIENCE,COMPARISON_POPULATION,COMMUNITY,PERC_AUDIENCE,MEDIAN_SPEND_PER_CUSTOMER,SPC,SPP,PPC,PERC_COMPARISON,COMPARISON_MEDIAN_SPEND_PER_CUSTOMER,COMPARISON_SPC,COMPARISON_SPP,COMPARISON_PPC,PERC_INDEX,SPC_INDEX,SPP_INDEX,PPC_INDEX,COMPOSITE_INDEX
Single Match Buyers and Attendees,General Population,Casual Outdoor Enthusiasts,0.195419,85.09,688.40,123.59,5.569887,0.089910,144.09,379.07,110.72,3.423665,217.35,181.6,111.62,162.69,168.315
Season Ticket Members,General Population,Baseball,0.194093,24.82,853.62,109.53,7.793478,0.082353,70.94,220.36,47.55,4.634038,235.68,387.38,230.34,168.18,255.395
Season Ticket Members,Local Gen Pop (Excl. Seattle Reign Fans),Baseball,0.194093,24.82,853.62,109.53,7.793478,0.147061,23.29,287.1,54.6,5.25846,131.98,297.32,200.61,148.21,194.53
Season Ticket Members,Other Seattle/Washington Sports Fans,Baseball,0.194093,24.82,853.62,109.53,7.793478,0.652362,23.35,326.37,55.06,5.927506,29.75,261.55,198.93,131.48,155.4275
Season Ticket Members,NWSL Fans,Baseball,0.194093,24.82,853.62,109.53,7.793478,0.486723,24.91,388.3,47.5,8.174487,39.88,219.83,230.58,95.34,146.4075
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Baseball,0.185739,23.49,337.40,46.98,7.182147,0.147061,23.29,287.1,54.6,5.25846,126.30,117.52,86.05,136.58,116.6125
Single Match Buyers and Attendees,NWSL Fans,Baseball,0.185739,23.49,337.40,46.98,7.182147,0.486723,24.91,388.3,47.5,8.174487,38.16,86.89,98.9,87.86,77.9525
Combined Reign Fanbase,NWSL Fans,Cultural Arts,0.149054,41.33,159.52,87.49,1.823325,0.167022,29.72,155.05,72.01,2.153184,89.24,102.88,121.5,84.68,99.575
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,Cultural Arts,0.149054,41.33,159.52,87.49,1.823325,0.117980,46.72,159.04,94.85,1.676874,126.34,100.3,92.24,108.73,106.9025
Combined Reign Fanbase,General Population,Cultural Arts,0.149054,41.33,159.52,87.49,1.823325,0.031246,71.63,146.42,78.48,1.865793,477.03,108.95,111.49,97.72,198.7975
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Cultural Arts,0.149054,41.33,159.52,87.49,1.823325,0.049498,42.66,147.83,87.93,1.68117,301.13,107.91,99.49,108.46,154.2475
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Bookworms,0.148976,15.54,190.15,21.47,8.856250,0.161195,15.38,219.44,19.66,11.161137,92.42,86.65,109.2,79.35,91.905
Email/Marketing Lead Only,NWSL Fans,Bookworms,0.148976,15.54,190.15,21.47,8.856250,0.193494,15.28,208.39,22.21,9.384843,76.99,91.25,96.69,94.37,89.825
Email/Marketing Lead Only,General Population,Bookworms,0.148976,15.54,190.15,21.47,8.856250,0.118628,62.63,176.42,20.48,8.614282,125.58,107.78,104.83,102.81,110.25
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Bookworms,0.148976,15.54,190.15,21.47,8.856250,0.224327,16.08,249.09,21.45,11.614206,66.41,76.34,100.11,76.25,79.7775
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Disney Diehards,0.148976,12.31,407.88,41.04,9.937500,0.265836,15.23,586,53.14,11.027883,56.04,69.6,77.23,90.11,73.245
Email/Marketing Lead Only,NWSL Fans,Disney Diehards,0.148976,12.31,407.88,41.04,9.937500,0.408364,16.62,684.3,51.88,13.190323,36.48,59.61,79.11,75.34,62.635
Email/Marketing Lead Only,General Population,Disney Diehards,0.148976,12.31,407.88,41.04,9.937500,0.109018,108.74,479.61,46.29,10.360203,136.65,85.04,88.65,95.92,101.565
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Disney Diehards,0.148976,12.31,407.88,41.04,9.937500,0.141980,14.28,482.31,46.24,10.431409,104.93,84.57,88.76,95.27,93.3825
Past Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Fans of Women's Sports (FOWS),0.148325,21.25,434.93,37.14,11.709677,0.062012,23.64,108.27,36.8,2.942111,239.19,401.71,100.92,398,284.955
Past Season Ticket Member,NWSL Fans,Fans of Women's Sports (FOWS),0.148325,21.25,434.93,37.14,11.709677,1.000000,23.17,111.83,36.43,3.069808,14.83,388.92,101.95,381.45,221.7875
Past Season Ticket Member,Other Seattle/Washington Sports Fans,Fans of Women's Sports (FOWS),0.148325,21.25,434.93,37.14,11.709677,0.397335,23.29,105.29,35.13,2.99706,37.33,413.1,105.72,390.71,236.715
Past Season Ticket Member,General Population,Fans of Women's Sports (FOWS),0.148325,21.25,434.93,37.14,11.709677,0.003045,46.41,174.63,72.83,2.39776,4871.10,249.05,50.99,488.36,1414.875
Past Single Match Buyer,NWSL Fans,Pop Culture,0.147568,10.54,271.33,27.79,9.762011,0.363068,16.98,265.2,34.25,7.742798,40.64,102.31,81.14,126.08,87.5425
Past Single Match Buyer,Other Seattle/Washington Sports Fans,Pop Culture,0.147568,10.54,271.33,27.79,9.762011,0.319500,14.14,370.6,38.52,9.621455,46.19,73.21,72.15,101.46,73.2525
Past Single Match Buyer,General Population,Pop Culture,0.147568,10.54,271.33,27.79,9.762011,0.144052,72.35,372.86,38.76,9.619037,102.44,72.77,71.69,101.49,87.0975
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Pop Culture,0.147568,10.54,271.33,27.79,9.762011,0.191594,11.48,509.25,47.99,10.612437,77.02,53.28,57.91,91.99,70.05
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Soccer,0.146988,25.98,482.57,67.36,7.163934,0.366223,23.71,183.8,49.03,3.748378,40.14,262.56,137.37,191.12,157.7975
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Soccer,0.146988,25.98,482.57,67.36,7.163934,0.065866,24.9,200.34,55.55,3.606655,223.16,240.87,121.26,198.63,195.98
2025 Single Match Buyer,NWSL Fans,Soccer,0.146988,25.98,482.57,67.36,7.163934,1.000000,25.6,240.77,50.17,4.798669,14.70,200.43,134.25,149.29,124.6675
2025 Single Match Buyer,General Population,Soccer,0.146988,25.98,482.57,67.36,7.163934,0.012960,86.38,278.84,88.43,3.153306,1134.17,173.06,76.17,227.19,402.6475
2025 Single Match Buyer,General Population,Tech Savvy,0.146988,9.06,568.99,32.50,17.508197,0.122521,113.2,521.14,32.82,15.877504,119.97,109.18,99.02,110.27,109.61
2025 Single Match Buyer,NWSL Fans,Tech Savvy,0.146988,9.06,568.99,32.50,17.508197,0.246054,10.12,407.11,28.72,14.17363,59.74,139.76,113.15,123.53,109.045
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Tech Savvy,0.146988,9.06,568.99,32.50,17.508197,0.178541,10.44,623.32,36.33,17.157956,82.33,91.28,89.46,102.04,91.2775
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Tech Savvy,0.146988,9.06,568.99,32.50,17.508197,0.273867,10.88,611.09,35.97,16.990536,53.67,93.11,90.36,103.05,85.0475
2025 Single Match Attendee,NWSL Fans,Gambler,0.146817,94.06,1768.83,199.32,8.874126,0.350926,21.29,1805.72,70.22,25.716382,41.84,97.96,283.86,34.51,114.5425
2025 Single Match Attendee,Other Seattle/Washington Sports Fans,Gambler,0.146817,94.06,1768.83,199.32,8.874126,0.328218,25.03,1598.67,163.28,9.791152,44.73,110.64,122.07,90.63,92.0175
2025 Single Match Attendee,General Population,Gambler,0.146817,94.06,1768.83,199.32,8.874126,0.115165,139.56,2634.3,80.07,32.901739,127.48,67.15,248.95,26.97,117.6375
2025 Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Gambler,0.146817,94.06,1768.83,199.32,8.874126,0.172949,23.96,2233.34,149.48,14.940915,84.89,79.2,133.34,59.39,89.205
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,College Sports,0.146601,20.93,346.93,75.97,4.566614,0.109606,20.67,356.9,87.14,4.095665,133.75,97.21,87.18,111.5,107.41
Combined Reign Fanbase,NWSL Fans,College Sports,0.146601,20.93,346.93,75.97,4.566614,0.159430,18.42,341.46,72.9,4.684041,91.95,101.6,104.21,97.49,98.8125
Combined Reign Fanbase,General Population,College Sports,0.146601,20.93,346.93,75.97,4.566614,0.031585,40.83,203.5,54.95,3.70307,464.15,170.48,138.24,123.32,224.0475
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),College Sports,0.146601,20.93,346.93,75.97,4.566614,0.039592,18.24,268.39,73.33,3.660044,370.28,129.26,103.6,124.77,181.9775
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Fitness Enthusiasts,0.146182,36.78,642.38,64.48,9.961783,0.132293,40.01,821.24,65.08,12.618132,110.50,78.22,99.07,78.95,91.685
Email/Marketing Lead Only,General Population,Fitness Enthusiasts,0.146182,36.78,642.38,64.48,9.961783,0.093192,176.06,668.91,55.91,11.965029,156.86,96.03,115.34,83.26,112.8725
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Fitness Enthusiasts,0.146182,36.78,642.38,64.48,9.961783,0.265178,43.66,1035.12,71.01,14.576083,55.13,62.06,90.8,68.34,69.0825
Email/Marketing Lead Only,NWSL Fans,Fitness Enthusiasts,0.146182,36.78,642.38,64.48,9.961783,0.312688,35.23,1018.29,62.23,16.364005,46.75,63.08,103.62,60.88,68.5825
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Bookworms,0.145589,15.51,229.13,21.47,10.671574,0.161195,15.38,219.44,19.66,11.161137,90.32,104.42,109.2,95.61,99.8875
Past Single Match Buyer,General Population,Bookworms,0.145589,15.51,229.13,21.47,10.671574,0.118628,62.63,176.42,20.48,8.614282,122.73,129.87,104.83,123.88,120.3275
Past Single Match Buyer,NWSL Fans,Bookworms,0.145589,15.51,229.13,21.47,10.671574,0.193494,15.28,208.39,22.21,9.384843,75.24,109.95,96.69,113.71,98.8975
Past Single Match Buyer,Other Seattle/Washington Sports Fans,Bookworms,0.145589,15.51,229.13,21.47,10.671574,0.224327,16.08,249.09,21.45,11.614206,64.90,91.99,100.11,91.88,87.22
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Drinkers,0.102933,47.20,443.89,74.39,5.967412,0.187628,53.1,508.67,87.48,5.8144,54.86,87.27,85.03,102.63,82.4475
Single Match Buyers and Attendees,General Population,Career Professionals,0.099099,22.06,1879.11,116.56,16.120890,0.069907,159.46,652.52,55.06,11.851513,141.76,287.98,211.71,136.02,194.3675
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Career Professionals,0.099099,22.06,1879.11,116.56,16.120890,0.170368,22.34,904.62,60.45,14.965712,58.17,207.72,192.83,107.72,141.61
Single Match Buyers and Attendees,NWSL Fans,Career Professionals,0.099099,22.06,1879.11,116.56,16.120890,0.175411,21.21,557.13,44.11,12.630391,56.50,337.28,264.25,127.64,196.4175
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Career Professionals,0.099099,22.06,1879.11,116.56,16.120890,0.101263,21.84,769.42,53.88,14.28052,97.86,244.22,216.34,112.89,167.8275
Full Matched Fanbase,General Population,High-Value Low-Price Gyms,0.027773,20.11,211.12,29.53,7.148936,0.036928,38.34,179.19,23.26,7.703467,75.21,117.82,126.95,92.8,103.195
Full Matched Fanbase,NWSL Fans,High-Value Low-Price Gyms,0.027773,20.11,211.12,29.53,7.148936,0.094010,14.35,232.37,22.09,10.517007,29.54,90.86,133.65,67.98,80.5075
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),High-Value Low-Price Gyms,0.027773,20.11,211.12,29.53,7.148936,0.033979,13.6,148.12,22.61,6.550185,81.74,142.53,130.59,109.14,116
Full Matched Fanbase,Other Seattle/Washington Sports Fans,High-Value Low-Price Gyms,0.027773,20.11,211.12,29.53,7.148936,0.046939,11.13,108.13,19.64,5.506379,59.17,195.25,150.38,129.83,133.6575
Past Single Match Attendee,NWSL Fans,Surf,0.027086,61.18,130.71,81.04,1.612903,0.087780,56.59,180.95,80.91,2.236492,30.86,72.24,100.16,72.12,68.845
Past Single Match Attendee,Other Seattle/Washington Sports Fans,Surf,0.027086,61.18,130.71,81.04,1.612903,0.050994,59.39,147.04,83.81,1.754332,53.12,88.9,96.69,91.94,82.6625
Past Single Match Attendee,General Population,Surf,0.027086,61.18,130.71,81.04,1.612903,0.013829,64.46,125.33,72.96,1.717931,195.86,104.29,111.08,93.89,126.28
Past Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Surf,0.027086,61.18,130.71,81.04,1.612903,0.021665,56.27,147.01,84.51,1.739652,125.02,88.91,95.9,92.71,100.635
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Lego Covers,0.027013,55.06,295.89,118.21,2.503125,0.055883,57.91,334.23,119.09,2.806571,48.34,88.53,99.26,89.19,81.33
Full Matched Fanbase,General Population,Lego Covers,0.027013,55.06,295.89,118.21,2.503125,0.015648,76.08,264.52,110.84,2.386561,172.63,111.86,106.65,104.88,124.005
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Lego Covers,0.027013,55.06,295.89,118.21,2.503125,0.024630,57.58,319.29,123.01,2.595665,109.68,92.67,96.1,96.43,98.72
Full Matched Fanbase,NWSL Fans,Lego Covers,0.027013,55.06,295.89,118.21,2.503125,0.063361,38.49,296.3,102.51,2.890516,42.63,99.86,115.32,86.6,86.1025
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Cycling,0.027002,44.95,579.13,74.64,7.758621,0.020581,45.33,928.47,107.75,8.616646,131.20,62.37,69.27,90.04,88.22
Email/Marketing Lead Only,General Population,Cycling,0.027002,44.95,579.13,74.64,7.758621,0.010091,241.02,827.91,95.52,8.667192,267.58,69.95,78.14,89.52,126.2975
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Cycling,0.027002,44.95,579.13,74.64,7.758621,0.050247,46.18,1043.22,100.27,10.404455,53.74,55.51,74.44,74.57,64.565
Email/Marketing Lead Only,NWSL Fans,Cycling,0.027002,44.95,579.13,74.64,7.758621,0.052860,43.06,894.25,87.46,10.22455,51.08,64.76,85.34,75.88,69.265
Combined Reign Fanbase,NWSL Fans,Dog Lovers,0.026943,72.83,1037.19,103.95,9.977409,0.028521,78.18,902.26,102.57,8.796928,94.47,114.95,101.35,113.42,106.0475
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,Dog Lovers,0.026943,72.83,1037.19,103.95,9.977409,0.025919,40.83,1001.91,93.16,10.754924,103.95,103.52,111.58,92.77,102.955
Combined Reign Fanbase,General Population,Dog Lovers,0.026943,72.83,1037.19,103.95,9.977409,0.009478,207.43,650.74,81.48,7.986631,284.27,159.39,127.58,124.93,174.0425
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Dog Lovers,0.026943,72.83,1037.19,103.95,9.977409,0.013573,40.73,884.04,91.56,9.655395,198.50,117.32,113.53,103.34,133.1725
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Gun owners,0.026782,144.95,917.57,260.32,3.524733,0.021881,139.73,989.98,250.17,3.957209,122.40,92.69,104.06,89.07,102.055
Combined Reign Fanbase,General Population,Gun owners,0.026782,144.95,917.57,260.32,3.524733,0.012477,268.59,810.21,220.93,3.667218,214.65,113.25,117.83,96.11,135.46
Combined Reign Fanbase,NWSL Fans,Gun owners,0.026782,144.95,917.57,260.32,3.524733,0.016054,133.31,741.35,235.41,3.149119,166.82,123.77,110.58,111.93,128.275
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,Gun owners,0.026782,144.95,917.57,260.32,3.524733,0.032320,150.92,923.49,261.56,3.53068,82.87,99.36,99.52,99.83,95.395
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Mindful,0.026298,82.29,693.90,152.37,4.554118,0.010688,79.77,664.53,146.47,4.536866,246.05,104.42,104.03,100.38,138.72
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,Mindful,0.026298,82.29,693.90,152.37,4.554118,0.023543,83.49,696.25,151.27,4.602585,111.70,99.66,100.72,98.95,102.7575
Combined Reign Fanbase,General Population,Mindful,0.026298,82.29,693.90,152.37,4.554118,0.004984,254.51,664.32,148.71,4.467338,527.65,104.45,102.46,101.94,209.125
Combined Reign Fanbase,NWSL Fans,Mindful,0.026298,82.29,693.90,152.37,4.554118,0.021853,93.03,712.93,155.9,4.573007,120.34,97.33,97.74,99.59,103.75
Full Matched Fanbase,NWSL Fans,Home Workout Enthusiasts,0.026254,44.63,1137.31,79.11,14.376206,0.036813,43.09,955.44,68.16,14.017335,71.32,119.04,116.06,102.56,102.245
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Home Workout Enthusiasts,0.026254,44.63,1137.31,79.11,14.376206,0.041421,45.76,1034.34,75.9,13.627874,63.38,109.96,104.23,105.49,95.765
Full Matched Fanbase,General Population,Home Workout Enthusiasts,0.026254,44.63,1137.31,79.11,14.376206,0.010452,303.46,797.16,73.11,10.904071,251.19,142.67,108.21,131.84,158.4775
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Home Workout Enthusiasts,0.026254,44.63,1137.31,79.11,14.376206,0.018090,44.59,909.28,78.45,11.590945,145.13,125.08,100.84,124.03,123.77
Current Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Mattress Buyers,0.026217,142.33,521.16,456.01,1.142857,0.024502,557.19,1565.05,1184.76,1.32098,107.00,33.3,38.49,86.52,66.3275
Current Season Ticket Member,General Population,Mattress Buyers,0.026217,142.33,521.16,456.01,1.142857,0.012726,662.64,1366.77,1037.07,1.317914,206.01,38.13,43.97,86.72,93.7075
Current Season Ticket Member,NWSL Fans,Mattress Buyers,0.026217,142.33,521.16,456.01,1.142857,0.030901,503.21,1373.28,1042.26,1.317593,84.84,37.95,43.75,86.74,63.32
Current Season Ticket Member,Other Seattle/Washington Sports Fans,Mattress Buyers,0.026217,142.33,521.16,456.01,1.142857,0.039585,535.31,1589.33,1179.93,1.346974,66.23,32.79,38.65,84.85,55.63
Past Single Match Buyer,General Population,Spanish Speaking,0.026216,14.21,120.23,25.02,4.805031,0.045063,48.64,231.2,31.53,7.333209,58.18,52,79.36,65.52,63.765
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Spanish Speaking,0.026216,14.21,120.23,25.02,4.805031,0.029751,14.39,165.73,29.15,5.686334,88.12,72.55,85.85,84.5,82.755
Past Single Match Buyer,NWSL Fans,Spanish Speaking,0.026216,14.21,120.23,25.02,4.805031,0.168147,16.57,210.75,31.65,6.658385,15.59,57.05,79.05,72.17,55.965
Past Single Match Buyer,Other Seattle/Washington Sports Fans,Spanish Speaking,0.026216,14.21,120.23,25.02,4.805031,0.029483,10.32,44.45,18.74,2.371628,88.92,270.46,133.48,202.6,173.865
Past Single Match Attendee,Other Seattle/Washington Sports Fans,Sports Bettor,0.026212,39.39,4317.85,190.77,22.633333,0.028098,24.82,1774.25,77.95,22.759958,93.29,243.36,244.72,99.44,170.2025
Past Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Sports Bettor,0.026212,39.39,4317.85,190.77,22.633333,0.023517,21.68,2642.28,61.41,43.029424,111.46,163.41,310.67,52.6,159.535
Past Single Match Attendee,General Population,Sports Bettor,0.026212,39.39,4317.85,190.77,22.633333,0.041916,131.93,3506.52,60.07,58.369716,62.53,123.14,317.56,38.78,135.5025
Past Single Match Attendee,NWSL Fans,Sports Bettor,0.026212,39.39,4317.85,190.77,22.633333,0.131582,20.77,2753.95,52.69,52.262289,19.92,156.79,362.03,43.31,145.5125
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Eco Conscious,0.098716,77.45,606.61,100.78,6.019417,0.073999,71.25,516.97,98.4,5.25355,133.40,117.34,102.41,114.58,116.9325
Single Match Buyers and Attendees,General Population,Eco Conscious,0.098716,77.45,606.61,100.78,6.019417,0.038794,122.19,403.57,90.48,4.460086,254.46,150.31,111.38,134.96,162.7775
Single Match Buyers and Attendees,NWSL Fans,Sports Merchandise Shopper,0.097374,58.56,188.96,79.63,2.373031,0.333489,56.53,240.37,79.62,3.019177,29.20,78.61,100.02,78.6,71.6075
Single Match Buyers and Attendees,General Population,Sports Merchandise Shopper,0.097374,58.56,188.96,79.63,2.373031,0.073461,91.44,173.12,75.53,2.29205,132.55,109.15,105.43,103.53,112.665
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Sports Merchandise Shopper,0.097374,58.56,188.96,79.63,2.373031,0.213213,61.89,214.19,86.08,2.488373,45.67,88.22,92.51,95.36,80.44
Single Match Buyers and Attendees,NWSL Fans,Basketball,0.109067,25.58,216.49,57.86,3.741652,0.329373,25.01,186.58,44.47,4.195185,33.11,116.03,130.1,89.19,92.1075
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Basketball,0.109067,25.58,216.49,57.86,3.741652,0.260230,25.13,138.7,47.86,2.898136,41.91,156.09,120.9,129.11,112.0025
Single Match Buyers and Attendees,General Population,Basketball,0.109067,25.58,216.49,57.86,3.741652,0.024956,58.36,184.26,67.03,2.749041,437.04,117.49,86.32,136.11,194.24
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Basketball,0.109067,25.58,216.49,57.86,3.741652,0.070134,24.19,130.63,44.94,2.906812,155.51,165.73,128.75,128.72,144.6775
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Entrepreneurs,0.108108,22.35,1970.37,124.17,15.868794,0.110497,22.15,832.54,58.25,14.292364,97.84,236.67,213.16,111.03,164.675
Single Match Buyers and Attendees,General Population,Entrepreneurs,0.108108,22.35,1970.37,124.17,15.868794,0.074907,158.79,714.89,58.36,12.248664,144.32,275.62,212.75,129.56,190.5625
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Entrepreneurs,0.108108,22.35,1970.37,124.17,15.868794,0.182385,22.65,958.25,64.17,14.933789,59.27,205.62,193.51,106.26,141.165
Single Match Buyers and Attendees,NWSL Fans,Entrepreneurs,0.108108,22.35,1970.37,124.17,15.868794,0.182390,21.4,603.27,46.36,13.012274,59.27,326.62,267.83,121.95,193.9175
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Eco Conscious,0.098716,77.45,606.61,100.78,6.019417,0.153972,74.5,578.36,102.2,5.659185,64.11,104.88,98.61,106.37,93.4925
Single Match Buyers and Attendees,NWSL Fans,Eco Conscious,0.098716,77.45,606.61,100.78,6.019417,0.135128,73.61,530.2,99.91,5.30687,73.05,114.41,100.87,113.43,100.44
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Sports Merchandise Shopper,0.097374,58.56,188.96,79.63,2.373031,0.087326,57.31,177.01,80.13,2.209098,111.51,106.75,99.38,107.42,106.265
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Wellness Warriors,0.096607,41.25,496.45,72.98,6.802579,0.106617,44.18,421.64,68.75,6.13329,90.61,117.74,106.16,110.91,106.355
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Wellness Warriors,0.096607,41.25,496.45,72.98,6.802579,0.185438,39.92,391.21,62.47,6.262071,52.10,126.9,116.82,108.63,101.1125
Email/Marketing Lead Only,General Population,Sports Merchandise Shopper,0.124767,57.62,161.20,76.33,2.111940,0.073461,91.44,173.12,75.53,2.29205,169.84,93.11,101.06,92.14,114.0375
Email/Marketing Lead Only,NWSL Fans,Sports Merchandise Shopper,0.124767,57.62,161.20,76.33,2.111940,0.333489,56.53,240.37,79.62,3.019177,37.41,67.06,95.87,69.95,67.5725
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Sports Merchandise Shopper,0.124767,57.62,161.20,76.33,2.111940,0.087326,57.31,177.01,80.13,2.209098,142.87,91.07,95.26,95.6,106.2
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Sports Merchandise Shopper,0.124767,57.62,161.20,76.33,2.111940,0.213213,61.89,214.19,86.08,2.488373,58.52,75.26,88.68,84.87,76.8325
Past Single Match Buyer,General Population,Football,0.124320,21.95,157.31,40.80,3.855438,0.039176,72.55,213.44,67.32,3.170525,317.34,73.7,60.61,121.6,143.3125
Past Single Match Buyer,NWSL Fans,Football,0.124320,21.95,157.31,40.80,3.855438,0.363772,25.61,234.11,56.12,4.171702,34.18,67.2,72.7,92.42,66.625
Past Single Match Buyer,Other Seattle/Washington Sports Fans,Football,0.124320,21.95,157.31,40.80,3.855438,0.349739,22.45,262.28,69.05,3.798501,35.55,59.98,59.09,101.5,64.03
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Football,0.124320,21.95,157.31,40.80,3.855438,0.082124,21.67,232.55,64.34,3.614551,151.38,67.65,63.42,106.66,97.2775
2025 Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Budget Travelers,0.124230,180.82,1761.32,238.92,7.371901,0.156517,135.57,744.36,201.98,3.685398,79.37,236.62,118.29,200.03,158.5775
2025 Single Match Attendee,Other Seattle/Washington Sports Fans,Budget Travelers,0.124230,180.82,1761.32,238.92,7.371901,0.212908,146.16,764.73,214.72,3.561607,58.35,230.32,111.27,206.98,151.73
2025 Single Match Attendee,NWSL Fans,Budget Travelers,0.124230,180.82,1761.32,238.92,7.371901,0.240993,119.95,653.32,185.1,3.529551,51.55,269.6,129.08,208.86,164.7725
2025 Single Match Attendee,General Population,Budget Travelers,0.124230,180.82,1761.32,238.92,7.371901,0.130462,262.51,644.37,185.07,3.481871,95.22,273.34,129.1,211.72,177.345
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Football,0.123695,20.23,152.46,34.73,4.389610,0.349739,22.45,262.28,69.05,3.798501,35.37,58.13,50.3,115.56,64.84
2025 Single Match Buyer,NWSL Fans,Football,0.123695,20.23,152.46,34.73,4.389610,0.363772,25.61,234.11,56.12,4.171702,34.00,65.12,61.89,105.22,66.5575
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Football,0.123695,20.23,152.46,34.73,4.389610,0.082124,21.67,232.55,64.34,3.614551,150.62,65.56,53.98,121.44,97.9
2025 Single Match Buyer,General Population,Football,0.123695,20.23,152.46,34.73,4.389610,0.039176,72.55,213.44,67.32,3.170525,315.74,71.43,51.59,138.45,144.3025
Past Single Match Buyer,Other Seattle/Washington Sports Fans,NHL,0.123660,26.09,213.81,48.73,4.388000,0.399800,28.62,169.41,45.19,3.749005,30.93,126.21,107.84,117.04,95.505
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),NHL,0.123660,26.09,213.81,48.73,4.388000,0.075310,27.88,165.56,46.34,3.572401,164.20,129.14,105.15,122.83,130.33
Past Single Match Buyer,General Population,NHL,0.123660,26.09,213.81,48.73,4.388000,0.018046,61.12,173.78,52.29,3.323442,685.25,123.03,93.19,132.03,258.375
Past Single Match Buyer,NWSL Fans,NHL,0.123660,26.09,213.81,48.73,4.388000,0.283954,26.02,198.57,43.89,4.524266,43.55,107.67,111.03,96.99,89.81
Past Single Match Attendee,General Population,MLS,0.123635,20.34,280.46,46.25,6.063604,0.005823,58.49,232.66,72.72,3.1994,2123.22,120.55,63.6,189.52,624.2225
Past Single Match Attendee,Other Seattle/Washington Sports Fans,MLS,0.123635,20.34,280.46,46.25,6.063604,0.357907,22.59,158.03,43.88,3.601618,34.54,177.47,105.41,168.36,121.445
Past Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),MLS,0.123635,20.34,280.46,46.25,6.063604,0.059770,22.92,161.61,45.89,3.521312,206.85,173.55,100.78,172.2,163.345
